YEAR,STATE,AVG_SCORE,TEST_SUBJECT,TEST_YEAR
2007,Delaware,282.992082743316,Mathematics,8
2007,District of Columbia,248.198742417967,Mathematics,8
2007,Florida,277.383497256758,Mathematics,8
2007,Georgia,274.778664644925,Mathematics,8
2007,Hawaii,268.772013351933,Mathematics,8
2007,Idaho,283.507595771493,Mathematics,8
2007,Illinois,280.497096028329,Mathematics,8
2007,Indiana,285.007210900174,Mathematics,8
2007,Iowa,285.226903146597,Mathematics,8
2007,Kansas,290.032599829257,Mathematics,8
2007,Kentucky,278.704749914375,Mathematics,8
2007,Louisiana,272.386299598469,Mathematics,8
2007,Maine,286.472253115987,Mathematics,8
2007,Maryland,285.734265236821,Mathematics,8
2007,Massachusetts,297.923344483955,Mathematics,8
2007,Michigan,276.830517083696,Mathematics,8
2007,Minnesota,291.85111653854,Mathematics,8
2007,Mississippi,264.890918700127,Mathematics,8
2007,Missouri,280.619538285703,Mathematics,8
2007,Montana,287.075528953695,Mathematics,8
2007,Nebraska,283.650598646173,Mathematics,8
2007,Nevada,270.804024374923,Mathematics,8
2007,New Hampshire,287.557060954994,Mathematics,8
2007,New Jersey,288.583451449458,Mathematics,8
2007,New Mexico,267.538078662633,Mathematics,8
2007,New York,280.141177237476,Mathematics,8
2007,North Carolina,283.880668759806,Mathematics,8
2007,North Dakota,291.561611918756,Mathematics,8
2007,Ohio,284.851639473941,Mathematics,8
2007,Oklahoma,274.534989354995,Mathematics,8
2007,Oregon,283.826277204194,Mathematics,8
2007,Pennsylvania,286.16686332577,Mathematics,8
2007,Rhode Island,275.386990471622,Mathematics,8
2007,South Carolina,281.503601480921,Mathematics,8
2007,South Dakota,288.463925271604,Mathematics,8
2007,Tennessee,273.978786623685,Mathematics,8
2007,Texas,285.870708420456,Mathematics,8
2007,Utah,281.087473705525,Mathematics,8
2007,Vermont,291.010773791979,Mathematics,8
2007,Virginia,287.625904963882,Mathematics,8
2007,Washington,284.862804344983,Mathematics,8
2007,West Virginia,270.084093587271,Mathematics,8
2007,Wisconsin,285.617942521924,Mathematics,8
2007,Wyoming,286.987771483089,Mathematics,8
2005,Alabama,262.211100048323,Mathematics,8
2005,Alaska,278.958709394219,Mathematics,8
2005,Arizona,274.305090048274,Mathematics,8
2005,Arkansas,271.636348366415,Mathematics,8
2005,California,268.558128581435,Mathematics,8
2005,Colorado,280.824007310133,Mathematics,8
2005,Connecticut,281.068953005311,Mathematics,8
2005,Delaware,280.95354283122,Mathematics,8
2005,District of Columbia,245.215780768922,Mathematics,8
2005,Florida,274.04837689748,Mathematics,8
2005,Georgia,272.191564411022,Mathematics,8
2005,Hawaii,265.629319114115,Mathematics,8
2005,Idaho,280.966896649599,Mathematics,8
2005,Illinois,277.672238913307,Mathematics,8
2005,Indiana,281.714945536305,Mathematics,8
2005,Iowa,283.810928831672,Mathematics,8
2005,Kansas,284.030053484553,Mathematics,8
2005,Kentucky,273.983027164396,Mathematics,8
2005,Louisiana,267.755030846034,Mathematics,8
2005,Maine,281.058540918142,Mathematics,8
2005,Maryland,277.930794576753,Mathematics,8
2005,Massachusetts,291.5135411152,Mathematics,8
2005,Michigan,277.346681960374,Mathematics,8
2005,Minnesota,290.074995791089,Mathematics,8
2005,Mississippi,262.456242710419,Mathematics,8
2005,Missouri,276.44993926095,Mathematics,8
2005,Montana,286.432001216413,Mathematics,8
2005,Nebraska,283.9629910353,Mathematics,8
2005,Nevada,269.905585503685,Mathematics,8
2005,New Hampshire,285.2533570362,Mathematics,8
2005,New Jersey,283.902604236295,Mathematics,8
2005,New Mexico,263.275162986677,Mathematics,8
2005,New York,279.716253699868,Mathematics,8
2005,North Carolina,281.825136586578,Mathematics,8
2005,North Dakota,286.960953441317,Mathematics,8
2005,Ohio,283.251774708647,Mathematics,8
2005,Oklahoma,271.359902408679,Mathematics,8
2005,Oregon,282.237325362273,Mathematics,8
2005,Pennsylvania,280.713835066326,Mathematics,8
2005,Rhode Island,272.345018074323,Mathematics,8
2005,South Carolina,281.23432113535,Mathematics,8
2005,South Dakota,287.303617983357,Mathematics,8
2005,Tennessee,270.524576784271,Mathematics,8
2005,Texas,281.102845047493,Mathematics,8
2005,Utah,279.156123426792,Mathematics,8
2005,Vermont,287.356487616841,Mathematics,8
2005,Virginia,284.371628221298,Mathematics,8
2005,Washington,285.052229728136,Mathematics,8
2005,West Virginia,269.099492803301,Mathematics,8
2005,Wisconsin,284.541556582959,Mathematics,8
2005,Wyoming,282.100609598155,Mathematics,8
2003,Alabama,261.939022225118,Mathematics,8
2003,Alaska,279.025069865231,Mathematics,8
2003,Arizona,271.177350478914,Mathematics,8
2003,Arkansas,265.771589343076,Mathematics,8
2003,California,267.049500585455,Mathematics,8
2003,Colorado,283.399858481467,Mathematics,8
2003,Connecticut,283.729811207579,Mathematics,8
2003,Delaware,277.158368932433,Mathematics,8
2003,District of Columbia,243.059638247651,Mathematics,8
2003,Florida,271.371490239171,Mathematics,8
2003,Georgia,269.677009232403,Mathematics,8
2003,Hawaii,265.728581015081,Mathematics,8
2003,Idaho,279.939266837246,Mathematics,8
2003,Illinois,277.160080956322,Mathematics,8
2003,Indiana,281.220939756711,Mathematics,8
2003,Iowa,283.953344744355,Mathematics,8
2003,Kansas,284.191088052303,Mathematics,8
2003,Kentucky,274.278472166639,Mathematics,8
2003,Louisiana,266.328359269062,Mathematics,8
2003,Maine,281.903773320764,Mathematics,8
2003,Maryland,277.71611251074,Mathematics,8
2003,Massachusetts,286.52069448017,Mathematics,8
2003,Michigan,276.441861597672,Mathematics,8
2003,Minnesota,290.680055978624,Mathematics,8
2003,Mississippi,260.911933580199,Mathematics,8
2003,Missouri,278.766250348876,Mathematics,8
2003,Montana,285.928022552419,Mathematics,8
2003,Nebraska,282.193755965696,Mathematics,8
2003,Nevada,268.04313771367,Mathematics,8
2003,New Hampshire,286.198468660005,Mathematics,8
2003,New Jersey,281.407119904536,Mathematics,8
2003,New Mexico,263.272906651625,Mathematics,8
2003,New York,279.749257044273,Mathematics,8
2003,North Carolina,281.240350571106,Mathematics,8
2003,North Dakota,287.14464048292,Mathematics,8
2003,Ohio,281.607295379003,Mathematics,8
2003,Oklahoma,271.905151347835,Mathematics,8
2003,Oregon,280.892470910844,Mathematics,8
2003,Pennsylvania,278.537758124922,Mathematics,8
2003,Rhode Island,271.998694378475,Mathematics,8
2003,South Carolina,277.300449617316,Mathematics,8
2003,South Dakota,284.881736383978,Mathematics,8
2003,Tennessee,268.175728562365,Mathematics,8
2003,Texas,277.052648954338,Mathematics,8
2003,Utah,280.64536966117,Mathematics,8
2003,Vermont,285.6455721843,Mathematics,8
2003,Virginia,281.676643366069,Mathematics,8
2003,Washington,281.151364414263,Mathematics,8
2003,West Virginia,270.770353447282,Mathematics,8
2003,Wisconsin,283.915865654494,Mathematics,8
2003,Wyoming,283.50334994463,Mathematics,8
2000,Alabama,262.15820551985,Mathematics,8
2000,Alaska,—,Mathematics,8
2000,Arizona,270.715405900397,Mathematics,8
2000,Arkansas,261.363712665471,Mathematics,8
2000,California,262.171026590943,Mathematics,8
2000,Colorado,—,Mathematics,8
2000,Connecticut,281.902485561834,Mathematics,8
2000,Delaware,—,Mathematics,8
2000,District of Columbia,234.428798057957,Mathematics,8
2000,Florida,—,Mathematics,8
2000,Georgia,266.332047317995,Mathematics,8
2000,Hawaii,262.772560543574,Mathematics,8
2000,Idaho,277.917913542907,Mathematics,8
2000,Illinois,276.909459049332,Mathematics,8
2000,Indiana,283.051229255175,Mathematics,8
2000,Iowa,—,Mathematics,8
2000,Kansas,283.679619149647,Mathematics,8
2000,Kentucky,271.561511404378,Mathematics,8
2000,Louisiana,258.98200182432,Mathematics,8
2000,Maine,283.641703580061,Mathematics,8
2000,Maryland,276.014360058913,Mathematics,8
2000,Massachusetts,283.123245551255,Mathematics,8
2000,Michigan,278.452666707407,Mathematics,8
2000,Minnesota,287.651942187297,Mathematics,8
2000,Mississippi,254.033900269054,Mathematics,8
2000,Missouri,273.575780410819,Mathematics,8
2000,Montana,286.584607021488,Mathematics,8
2000,Nebraska,280.618068695496,Mathematics,8
2000,Nevada,268.18159911998,Mathematics,8
2000,New Hampshire,—,Mathematics,8
2000,New Jersey,—,Mathematics,8
2000,New Mexico,259.844673042444,Mathematics,8
2000,New York,276.262858771617,Mathematics,8
2000,North Carolina,280.127947198885,Mathematics,8
2000,North Dakota,283.073844051673,Mathematics,8
2000,Ohio,282.672753528445,Mathematics,8
2000,Oklahoma,271.645793898218,Mathematics,8
2000,Oregon,280.640222797324,Mathematics,8
2000,Pennsylvania,—,Mathematics,8
2000,Rhode Island,273.425785095558,Mathematics,8
2000,South Carolina,266.353699525282,Mathematics,8
2000,South Dakota,—,Mathematics,8
2000,Tennessee,263.436599688201,Mathematics,8
2000,Texas,274.846015943346,Mathematics,8
2000,Utah,275.436709934551,Mathematics,8
2000,Vermont,283.408381447859,Mathematics,8
2000,Virginia,276.674991537432,Mathematics,8
2000,Washington,—,Mathematics,8
2000,West Virginia,270.780076291355,Mathematics,8
2000,Wisconsin,‡,Mathematics,8
2000,Wyoming,276.68998034322,Mathematics,8
1996,Alabama,256.594863207309,Mathematics,8
1996,Alaska,277.643071449619,Mathematics,8
1996,Arizona,267.874834337364,Mathematics,8
1996,Arkansas,261.652745252938,Mathematics,8
1996,California,262.772478440845,Mathematics,8
1996,Colorado,275.608214245213,Mathematics,8
1996,Connecticut,279.591244854912,Mathematics,8
1996,Delaware,266.733673323772,Mathematics,8
1996,District of Columbia,232.831509532896,Mathematics,8
1996,Florida,263.639393601298,Mathematics,8
1996,Georgia,262.466020943521,Mathematics,8
1996,Hawaii,262.130081659249,Mathematics,8
1996,Idaho,—,Mathematics,8
1996,Illinois,—,Mathematics,8
1996,Indiana,275.529036804764,Mathematics,8
1996,Iowa,283.986368602787,Mathematics,8
1996,Kansas,—,Mathematics,8
1996,Kentucky,266.591684017917,Mathematics,8
1996,Louisiana,252.380394698737,Mathematics,8
1996,Maine,284.059857433683,Mathematics,8
1996,Maryland,269.681431438747,Mathematics,8
1996,Massachusetts,277.565642048853,Mathematics,8
1996,Michigan,276.866078248355,Mathematics,8
1996,Minnesota,284.048944634206,Mathematics,8
1996,Mississippi,250.215489081725,Mathematics,8
1996,Missouri,273.284887242559,Mathematics,8
1996,Montana,283.003869962468,Mathematics,8
1996,Nebraska,282.769606861882,Mathematics,8
1996,Nevada,‡,Mathematics,8
1996,New Hampshire,‡,Mathematics,8
1996,New Jersey,‡,Mathematics,8
1996,New Mexico,261.970366722903,Mathematics,8
1996,New York,270.231486042978,Mathematics,8
1996,North Carolina,267.834560282947,Mathematics,8
1996,North Dakota,284.222267982804,Mathematics,8
1996,Ohio,—,Mathematics,8
1996,Oklahoma,—,Mathematics,8
1996,Oregon,276.341513193468,Mathematics,8
1996,Pennsylvania,—,Mathematics,8
1996,Rhode Island,268.877308125052,Mathematics,8
1996,South Carolina,260.77544755056,Mathematics,8
1996,South Dakota,—,Mathematics,8
1996,Tennessee,263.118935026706,Mathematics,8
1996,Texas,270.1995775601,Mathematics,8
1996,Utah,276.77310580851,Mathematics,8
1996,Vermont,279.253243011267,Mathematics,8
1996,Virginia,269.754404714393,Mathematics,8
1996,Washington,276.117119563268,Mathematics,8
1996,West Virginia,264.865205444032,Mathematics,8
1996,Wisconsin,282.848741719953,Mathematics,8
1996,Wyoming,274.778946978667,Mathematics,8
1992,Alabama,252.18752241295,Mathematics,8
1992,Alaska,—,Mathematics,8
1992,Arizona,265.366277794427,Mathematics,8
1992,Arkansas,256.312090419091,Mathematics,8
1992,California,260.89224682207,Mathematics,8
1992,Colorado,272.398432913929,Mathematics,8
1992,Connecticut,273.739344572132,Mathematics,8
1992,Delaware,262.868585398892,Mathematics,8
1992,District of Columbia,234.924621328025,Mathematics,8
1992,Florida,259.908848182301,Mathematics,8
1992,Georgia,259.359433593101,Mathematics,8
1992,Hawaii,257.410887409173,Mathematics,8
1992,Idaho,275.09029414145,Mathematics,8
1992,Illinois,—,Mathematics,8
1992,Indiana,270.098943937619,Mathematics,8
1992,Iowa,283.360009038918,Mathematics,8
1992,Kansas,—,Mathematics,8
1992,Kentucky,262.241281641376,Mathematics,8
1992,Louisiana,249.98392592402,Mathematics,8
1992,Maine,278.635384117375,Mathematics,8
1992,Maryland,264.82549311365,Mathematics,8
1992,Massachusetts,272.783201271176,Mathematics,8
1992,Michigan,267.353194329414,Mathematics,8
1992,Minnesota,282.392204641658,Mathematics,8
1992,Mississippi,246.458035433033,Mathematics,8
1992,Missouri,271.131544740125,Mathematics,8
1992,Montana,—,Mathematics,8
1992,Nebraska,277.654523381042,Mathematics,8
1992,Nevada,—,Mathematics,8
1992,New Hampshire,278.216325585348,Mathematics,8
1992,New Jersey,271.905561192357,Mathematics,8
1992,New Mexico,259.606717651222,Mathematics,8
1992,New York,266.422300096356,Mathematics,8
1992,North Carolina,258.405374807984,Mathematics,8
1992,North Dakota,283.213074712775,Mathematics,8
1992,Ohio,268.124197827471,Mathematics,8
1992,Oklahoma,268.131989632929,Mathematics,8
1992,Oregon,—,Mathematics,8
1992,Pennsylvania,271.378438779246,Mathematics,8
1992,Rhode Island,265.907109115823,Mathematics,8
1992,South Carolina,260.77254399911,Mathematics,8
1992,South Dakota,—,Mathematics,8
1992,Tennessee,258.828048116901,Mathematics,8
1992,Texas,264.592828381905,Mathematics,8
1992,Utah,274.343177142075,Mathematics,8
1992,Vermont,—,Mathematics,8
1992,Virginia,267.863726281842,Mathematics,8
1992,Washington,—,Mathematics,8
1992,West Virginia,259.086448391919,Mathematics,8
1992,Wisconsin,277.879134613647,Mathematics,8
1992,Wyoming,275.080076053804,Mathematics,8
1990,Alabama,252.863659941877,Mathematics,8
1990,Alaska,—,Mathematics,8
1990,Arizona,259.590067588212,Mathematics,8
1990,Arkansas,256.213990069438,Mathematics,8
1990,California,256.324820109223,Mathematics,8
1990,Colorado,267.366289884072,Mathematics,8
1990,Connecticut,269.86641896965,Mathematics,8
1990,Delaware,260.696858717319,Mathematics,8
1990,District of Columbia,231.366196651827,Mathematics,8
1990,Florida,255.318428709044,Mathematics,8
1990,Georgia,258.849663447908,Mathematics,8
1990,Hawaii,251.021316528152,Mathematics,8
1990,Idaho,271.44977262326,Mathematics,8
1990,Illinois,260.551434334685,Mathematics,8
1990,Indiana,267.265914915861,Mathematics,8
1990,Iowa,277.96856952118,Mathematics,8
1990,Kansas,—,Mathematics,8
1990,Kentucky,257.097205859974,Mathematics,8
1990,Louisiana,246.442552990899,Mathematics,8
1990,Maine,—,Mathematics,8
1990,Maryland,260.765590209676,Mathematics,8
1990,Massachusetts,—,Mathematics,8
1990,Michigan,264.398378104696,Mathematics,8
1990,Minnesota,275.391078977074,Mathematics,8
1990,Mississippi,—,Mathematics,8
1990,Missouri,—,Mathematics,8
1990,Montana,280.497342352668,Mathematics,8
1990,Nebraska,275.673962105345,Mathematics,8
1990,Nevada,—,Mathematics,8
1990,New Hampshire,273.147248796745,Mathematics,8
1990,New Jersey,269.664075949166,Mathematics,8
1990,New Mexico,256.422988469222,Mathematics,8
1990,New York,260.795812629884,Mathematics,8
1990,North Carolina,250.348487219657,Mathematics,8
1990,North Dakota,281.100428162171,Mathematics,8
1990,Ohio,263.974499317898,Mathematics,8
1990,Oklahoma,263.178474756633,Mathematics,8
1990,Oregon,271.36249421322,Mathematics,8
1990,Pennsylvania,266.363944697031,Mathematics,8
1990,Rhode Island,260.040897221955,Mathematics,8
1990,South Carolina,—,Mathematics,8
